customer_id,amount_spent,num_positive_reviews,num_reviews
17214,39364.800000000694,936,4160
15062,41490.1200000007,741,2394
15727,269305.9199999887,4228,15704
17980,36515.25000000011,390,1350
15290,437011.11999999924,2544,11872
17752,3144.9599999999996,12,39
15615,414401.59999998036,5577,17160
12577,30365.400000000514,3404,7548
17044,41281.78000000009,150,460
17633,59632.3200000012,1368,3456
13266,152424.4700000014,3232,8282
13317,94163.08000000275,2160,5940
13890,76295.2599999998,684,4674
17001,175541.07999999935,2366,7436
15246,17995.25000000003,396,1155
16670,148831.02000000147,2096,9694
16985,207541.5599999923,1815,4598
16470,28782.719999999958,1881,6498
12980,312050.6399999975,432,1056
16746,254383.77999998734,4972,17176
14878,62392.680000000495,992,5208
17146,35989.43999999992,735,1680
15394,109177.00000000316,1275,4250
14621,81224.95999999969,1440,4416
15379,159803.15999999593,4116,8624
17288,75245.6899999978,3124,7526
15157,80388.49999999777,1729,5719
16316,126755.75999999962,3120,7176
15620,65549.20000000058,1248,4472
15789,17213.700000000103,525,1225
13534,258201.67999999004,7524,15732
14777,-628.2000000000016,42,108
15759,11892.880000000008,105,329
15366,29522.990000000107,660,2156
16271,54085.02000000096,1742,5092
15532,80405.23999999209,3419,13939
16816,15848.279999999957,420,1064
16684,2899251.519999955,3372,12364
13874,24320.25,306,810
17848,42356.40000000041,969,2397
17392,20148.0400000002,558,2728
14985,13947.250000000327,1218,4089
13004,230150.6300000064,5726,16769
14560,86967.19999999988,1292,3040
12931,1472363.640000004,1530,4488
12551,6552.0,220,390
17315,279200.700000009,9740,21915
12726,130455.00000000054,2232,6200
15204,14562.679999999962,162,414
17888,25237.44000000012,972,3888
15160,5851.919999999997,56,148
12691,41431.99999999983,512,1280
16885,17917.380000000434,1111,3838
14472,65852.55999999912,3653,9554
18245,120362.880000002,2124,8496
12377,56984.199999999735,1078,2695
15823,-41076.48000000002,272,768
